facts_summary,case_category,likely_outcome,source_file,source_prefix,date_lecture,type_decision,type_recours,solution,text_length
"M. C B et Mme A D ont demandé au tribunal administratif de Paris de prononcer la décharge, en droits et pénalités, des cotisations supplémentaires d'impôt sur le revenu et des contributions sociales auxquelles ils ont été assujettis au titre des années 2005 à 2012. Par un jugement n° 1716924 du 16 octobre 2019, le tribunal administratif de Paris a réduit la base d'imposition à l'impôt sur le revenu et aux contributions sociales de M. B et Mme D d'une somme de 192 389 euros au titre de l'année 2005 et, au titre des années 2006 à 2011, à concurrence des sommes figurant au débit des comptes bancaires des sociétés Amlon Ltd et International trade and finance group Ltd réintégrées aux résultats imposables de M. B, a déchargé M. B et Mme D, en droits et pénalités, des cotisations supplémentaires d'impôt sur le revenu et des contributions sociales supplémentaires correspondant à cette réduction de base, et a rejeté le surplus des conclusions de leur demande. Par un arrêt n° 19PA03905 du 17 juin 2021, la cour administrative d'appel de Paris a, sur appel de M. B et Mme D, en premier lieu, réduit la base d'imposition à l'impôt sur le revenu de M. B et Mme D de 38 500 euros au titre de l'année 2006, 165 368 euros et 147 898 euros au titre de l'année 2007 et 152 851 euros au titre de l'année 2008, en deuxième lieu, les a déchargés, en droits et pénalités, des cotisations supplémentaires d'impôt sur le revenu et de contributions sociales à concurrence de la réduction de base d'imposition prononcée, en troisième lieu, réformé le jugement du tribunal administratif de Paris en ce qu'il avait de contraire et, en dernier lieu, rejeté le surplus de leurs conclusions. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 9 août et 9 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, M. B et Mme D demandent au Conseil d'Etat : 1°) d'annuler cet arrêt en ce qu'il leur est défavorable; 2°) réglant l'affaire au fond, de faire droit à leur appel.",plein_contentieux,defavorable_requerant,DCE_455356_20220621.xml,DCE,2022-06-21,Décision,Plein contentieux,Rejet PAPC,4399
"Par une requête sommaire, un mémoire complémentaire et deux mémoires, enregistrés les 9 août et 9 novembre 2021, les 3 mai et 17 mai 2022 au secrétariat du contentieux du Conseil d'Etat, M. A B demande au Conseil d'Etat : 1°) d'annuler pour excès de pouvoir le décret du 11 mai 2021 l'ayant déchu de sa nationalité française ; 2°) de mettre à la charge de l'Etat la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_455395_20220622.xml,DCE,2022-06-22,Décision,Excès de pouvoir,Rejet,10288
"Le syndicat CGT Cargill Haubourdin a demandé au tribunal administratif de Lille d'annuler pour excès de pouvoir la décision du 17 août 2020 par laquelle le directeur régional des entreprises, de la concurrence, de la consommation, du travail et de l'emploi des Hauts-de-France a homologué le document unilatéral fixant le contenu du plan de sauvegarde de l'emploi de la société Cargill Haubourdin. Par un jugement n° 2007389 du 13 janvier 2021, le tribunal administratif a rejeté sa demande. Par un arrêt n° 21DA000566 du 10 juin 2021, la cour administrative d'appel de Douai a rejeté l'appel formé par le syndicat CGT Cargill Haubourdin contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire enregistrés les 10 août et 10 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, le syndicat CGT Cargill Haubourdin demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge de l'Etat la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_455407_20220614.xml,DCE,2022-06-14,Décision,Excès de pouvoir,Rejet PAPC,3994
"M. A B a formé devant le tribunal administratif de Nîmes opposition à la contrainte émise par Pôle emploi le 23 janvier 2020 en recouvrement d'une somme de 9 944,71 euros correspondant à un indu d'allocation de solidarité spécifique au titre de la période du 1er juin 2015 au 31 janvier 2018. Par un jugement n° 2000567 du 10 juin 2021, le tribunal administratif de Nîmes a rejeté cette demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 10 août et 10 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, M. B demande au Conseil d'Etat : 1°) d'annuler ce jugement ; 2°) de mettre à la charge de Pôle emploi la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,renvoi,DCE_455435_20220624.xml,DCE,2022-06-24,Décision,Excès de pouvoir,Renvoi après cassation,6073
"La société par actions simplifiée (SAS) Révillon Chocolatier a demandé au tribunal administratif de Lyon de prononcer, à titre principal, la décharge des cotisations supplémentaires de taxe foncière sur les propriétés bâties mises à sa charge au titre des années 2016 et 2017 à raison de son établissement situé 20 avenue du Polygone à Roanne (Loire) et, à titre subsidiaire, la réduction de ces mêmes impositions. Par un jugement n° 1906325 du 15 juin 2021, le tribunal administratif de Lyon a, d'une part, réduit la base d'imposition après en avoir exclu le prix de revient des immobilisations correspondant aux panneaux d'isolation thermique et, d'autre part, rejeté le surplus des conclusions. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 16 août et 16 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, la SAS Révillon Chocolatier demande au Conseil d'Etat : 1°) d'annuler ce jugement en tant qu'il rejette le surplus de ses conclusions ; 2°) réglant l'affaire au fond, de faire droit à sa demande ; 3°) de mettre à la charge de l'Etat la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_455567_20220616.xml,DCE,2022-06-16,Décision,Plein contentieux,Rejet PAPC,3472
"M. A B a demandé au tribunal administratif de Lille d'annuler la décision du 2 juin 2016 par laquelle le directeur régional des finances publiques du Nord-Pas-de-Calais a rejeté sa demande de décharge de responsabilité solidaire pour le paiement de la cotisation d'impôt sur le revenu à laquelle sa partenaire de pacte civil de solidarité et lui-même ont été assujettis au titre de l'année 2011 et, d'autre part, d'enjoindre à l'administration fiscale de le décharger de cette obligation solidaire, et de supprimer les écrits injurieux outrageants ou diffamatoires contenus dans le mémoire du 17 mars 2017 produit par l'administration. Par un jugement n° 1604563 du 21 mars 2019, le tribunal administratif de Lille a rejeté sa demande. Par un arrêt n° 19DA01094 du 17 juin 2021, la cour administrative d'appel de Douai a rejeté l'appel qu'il a formé contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 17 août et 16 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, M. B demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à ses conclusions d'appel ; 3°) de mettre à la charge de l'Etat la somme de 4000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_455677_20220616.xml,DCE,2022-06-16,Décision,Plein contentieux,Rejet PAPC,3201
"Par une requête et deux mémoires, enregistrés les 20 août 2021, 17 février et 14 avril 2022 au secrétariat du contentieux du Conseil d'Etat, M. T et Mme F A, M. Z et Mme L Q, M. AD C P et Mme X, M. Y et Mme J W, M. G D et Mme M O, M. S E et Mme AB, M. N et Mme AA, M. B C et Mme AE AG, M. U I et Mme K V, M. AC et Mme H R, ainsi que leurs enfants mineurs, demandent au Conseil d'Etat : 1°) d'annuler le refus implicite né du silence gardé par le ministre de l'Europe et des affaires étrangères et le ministre de l'intérieur sur leur demande du 20 avril 2021 tendant à ce que soient prises les mesures d'organisation nécessaires à l'instruction dans les meilleurs délais des demandes de réunification familiale présentées par des ressortissants afghans, en vue de la délivrance de visas ; 2°) d'enjoindre au Premier ministre, au ministre de l'Europe et des affaires étrangères et au ministre de l'intérieur de prendre les mesures nécessaires à l'instruction dans les meilleurs délais de leur demande de réunification familiale ; 3°) de mettre à la charge de l'Etat la somme de 4 000 euros, à verser à la SCP Doumic-Seiller, leur avocat, au titre de l'article L. 761-1 du code de justice administrative et de l'article 37 de la loi du 10 juillet 1991.",exces_de_pouvoir,non_lieu,DCE_455754_20220609.xml,DCE,2022-06-09,Décision,Excès de pouvoir,Non-lieu,19283
"Par une ordonnance du 27 janvier 2021, la présidente de la 2ème chambre du tribunal administratif de Montreuil a transmis à la cour administrative d'appel de Paris, notamment, la requête de l'association des musulmans d'Epinay-sur-Seine tendant à l'annulation de la délibération du 25 février 2020 par laquelle le conseil de territoire de l'établissement public territorial Plaine Commune a approuvé le plan local d'urbanisme intercommunal. Par un arrêt n° 21PA00472 du 23 juin 2021, la cour administrative d'appel de Paris a rejeté la requête. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 23 août et 23 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, l'association des musulmans d'Epinay-sur-Seine demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à sa requête ; 3°) de mettre à la charge de l'établissement public territorial Plaine Commune la somme de 6 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_455820_20220622.xml,DCE,2022-06-22,Décision,Excès de pouvoir,Rejet PAPC,3611
"M. et Mme B A ont demandé au tribunal administratif de Paris de prononcer la réduction de la cotisation primitive d'impôt sur le revenu qu'ils ont acquittée au titre de l'année 2015 en sollicitant le bénéfice de l'application aux plus-values de cession de titres qu'ils ont réalisées de l'abattement renforcé de 85 % prévu au 3° du A du 1 quater de l'article 150-0 D du code général des impôts. Par un jugement n° 1911476 du 12 mars 2020, ce tribunal a rejeté leur demande. Par un arrêt n° 20PA02365 du 24 juin 2021, la cour administrative d'appel de Paris a rejeté l'appel formé M. et Mme A contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 24 août et 24 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, M. et Mme A demandent au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à leur appel ; 3°) de mettre à la charge de l'Etat la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,renvoi,DCE_455925_20220624.xml,DCE,2022-06-24,Décision,Plein contentieux,Renvoi après cassation,5644
"M. et Mme A B ont demandé au tribunal administratif de Paris de prononcer la réduction de la cotisation primitive d'impôt sur le revenu qu'ils ont acquittée au titre de l'année 2015 en sollicitant le bénéfice de l'application aux plus-values de cession de titres qu'ils ont réalisées de l'abattement renforcé de 85% prévu au 3° du A du 1 quater de l'article 150-0 D du code général des impôts. Par un jugement n° 1911082 du 12 mars 2020, ce tribunal a rejeté leur demande. Par un arrêt n° 20PA02364 du 24 juin 2021, la cour administrative d'appel de Paris a rejeté l'appel formé M. et Mme B contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 24 août et 24 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, M. et Mme B demandent au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à leur appel ; 3°) de mettre à la charge de l'Etat la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,renvoi,DCE_455926_20220624.xml,DCE,2022-06-24,Décision,Plein contentieux,Renvoi après cassation,5771
